,group,FDR,nGenes,Pathway size,Fold enriched,Pathway,URL,Genes
1,Upregulated,2.27E-15,52,340,4.12863103561968,Response to toxic substance ,http://amigo.geneontology.org/amigo/term/GO:0009636,"AT1G08830, AT1G77120, AT3G44310, AT3G44320, AT1G14540, AT1G14550, AT1G17170, AT1G17180, AT1G20630, AT1G33090, AT1G58340, AT1G60740, AT1G65970, AT1G69930, AT1G71140, AT1G74590, AT1G75270, AT1G77760, AT1G78380, AT2G02390, AT2G15490, AT2G29420, AT2G29460, AT2G29470, AT2G29480, AT2G29490, AT2G30860, AT2G30870, AT2G34360, AT2G37770, AT3G01420, AT3G49570, AT4G02520, AT4G15550, AT4G29210, AT4G31240, AT4G37530, AT5G02780, AT5G24655, AT5G24660, AT5G39050, AT5G40370, AT5G51060, AT5G64120, AT1G67070, AT4G23600, AT1G15380, AT1G45145, AT1G56650, AT1G63440, AT4G13540, AT5G17450"
2,Upregulated,2.13E-11,42,299,3.90290215699059,Detoxification ,http://amigo.geneontology.org/amigo/term/GO:0098754,"AT1G08830, AT1G77120, AT3G44310, AT3G44320, AT1G14540, AT1G14550, AT1G17170, AT1G17180, AT1G20630, AT1G33090, AT1G58340, AT1G60740, AT1G65970, AT1G69930, AT1G71140, AT1G74590, AT1G75270, AT1G78380, AT2G02390, AT2G29420, AT2G29460, AT2G29470, AT2G29480, AT2G29490, AT2G30860, AT2G34360, AT3G01420, AT3G49570, AT4G02520, AT4G31240, AT4G37530, AT5G24655, AT5G24660, AT5G40370, AT5G51060, AT5G64120, AT1G15380, AT1G56650, AT1G63440, AT4G13540, AT5G17450, AT2G30870"
3,Upregulated,5.03E-10,53,425,2.98449796800413,Sulfur compound metabolic process ,http://amigo.geneontology.org/amigo/term/GO:0006790,"AT1G17170, AT1G17180, AT1G64660, AT1G69930, AT1G74590, AT1G78380, AT2G02390, AT2G14750, AT2G29420, AT2G29460, AT2G29470, AT2G29480, AT2G29490, AT2G30720, AT3G22740, AT3G60130, AT3G60140, AT4G14680, AT4G29210, AT5G07010, AT5G26220, AT5G36880, AT5G63990, AT3G04070, AT3G14210, AT4G04610, AT4G21990, AT4G23100, AT4G30530, AT4G37430, AT5G48180, AT1G55920, AT1G75270, AT2G30860, AT2G30870, AT3G17717, AT3G21500, AT3G25570, AT4G02520, AT4G33150, AT5G02780, AT5G44990, AT1G07640, AT1G04770, AT1G62570, AT1G76790, AT2G43000, AT3G20860, AT4G34200, AT5G13330, AT2G22330, AT3G44320, AT4G39950"
4,Upregulated,1.58E-09,19,60,7.2912682712386,Toxin metabolic process ,http://amigo.geneontology.org/amigo/term/GO:0009404,"AT1G17170, AT1G17180, AT1G69930, AT1G74590, AT1G78380, AT2G29420, AT2G29460, AT2G29470, AT2G29480, AT2G29490, AT2G43000, AT4G23100, AT4G30530, AT2G02390, AT2G22330, AT2G30860, AT2G30870, AT4G02520, AT4G39950"
5,Upregulated,7.99E-09,195,3091,1.55240016370064,Response to chemical ,http://amigo.geneontology.org/amigo/term/GO:0042221,"AT1G02360, AT1G03220, AT1G30040, AT1G59660, AT1G67360, AT1G68620, AT1G68690, AT1G74310, AT1G77120, AT2G32210, AT3G03270, AT3G46080, AT3G49780, AT4G26270, AT4G34131, AT5G20830, AT5G47060, AT1G08830, AT1G16030, AT1G20630, AT1G47510, AT1G60740, AT1G65970, AT2G29500, AT3G09440, AT3G13380, AT3G29575, AT3G44310, AT3G44320, AT5G13220, AT5G40370, AT5G42020, AT1G05100, AT1G15380, AT1G62380, AT1G73805, AT2G47000, AT3G14990, AT5G54500, AT1G04100, AT1G13920, AT1G14540, AT1G14550, AT1G17170, AT1G17180, AT1G19850, AT1G26210, AT1G28360, AT1G33090, AT1G43160, AT1G49720, AT1G58340, AT1G62660, AT1G69930, AT1G70800, AT1G71140, AT1G71520, AT1G74590, AT1G75270, AT1G77760, AT1G78380, AT2G02390, AT2G15490, AT2G17500, AT2G28085, AT2G29420, AT2G29460, AT2G29470, AT2G29480, AT2G29490, AT2G29940, AT2G30860, AT2G30870, AT2G34360, AT2G36270, AT2G37770, AT2G46140, AT3G01420, AT3G49570, AT3G59900, AT4G02520, AT4G15550, AT4G17615, AT4G29210, AT4G31240, AT4G37530, AT5G02780, AT5G13330, AT5G24470, AT5G24655, AT5G24660, AT5G39050, AT5G44990, AT5G50760, AT5G51060, AT5G60100, AT5G63160, AT5G64120, AT5G67180, AT5G67480, AT1G05010, AT1G05680, AT1G07640, AT1G08920, AT1G17750, AT1G19200, AT1G19250, AT1G28480, AT1G44170, AT1G55020, AT1G56300, AT1G56650, AT1G61120, AT1G61800, AT1G63840, AT1G64660, AT1G67070, AT1G73260, AT1G74020, AT1G79440, AT2G02810, AT2G21660, AT2G23150, AT2G25625, AT2G34810, AT2G43570, AT2G46590, AT2G47190, AT3G05360, AT3G05740, AT3G15352, AT3G28580, AT3G45140, AT3G49210, AT3G50660, AT3G51430, AT3G59690, AT4G02280, AT4G10500, AT4G11170, AT4G13180, AT4G19810, AT4G21680, AT4G23100, AT4G23150, AT4G23600, AT4G31970, AT4G33540, AT4G33980, AT4G34590, AT4G34710, AT4G37710, AT4G39950, AT5G07010, AT5G13320, AT5G26220, AT5G38710, AT5G42900, AT5G44610, AT5G57410, AT5G59220, AT5G65140, AT1G25220, AT2G38240, AT5G05730, AT1G16310, AT1G16540, AT1G28130, AT1G45145, AT1G52890, AT1G63440, AT1G66600, AT1G68820, AT1G80710, AT2G19450, AT2G34070, AT2G47800, AT3G04070, AT3G08640, AT3G18000, AT3G19260, AT3G25010, AT4G04490, AT4G13540, AT4G30350, AT5G13750, AT5G17450, AT5G54510, AT5G58980, AT5G63970, AT5G11210, AT5G48400, AT5G48410, AT3G05880, AT4G32690"
6,Upregulated,1.22E-08,20,77,6.09486821434805,Glutathione metabolic process ,http://amigo.geneontology.org/amigo/term/GO:0006749,"AT1G17170, AT1G17180, AT1G69930, AT1G74590, AT1G78380, AT2G02390, AT2G29420, AT2G29460, AT2G29470, AT2G29480, AT2G29490, AT4G29210, AT5G26220, AT4G23100, AT1G75270, AT2G30860, AT2G30870, AT4G02520, AT5G02780, AT5G44990"
7,Upregulated,7.45E-08,20,81,5.52601384767557,Indole-containing compound metabolic process ,http://amigo.geneontology.org/amigo/term/GO:0042430,"AT1G25220, AT2G04400, AT3G54640, AT4G27070, AT5G05730, AT5G17990, AT5G28237, AT5G38530, AT5G54810, AT2G22330, AT2G24180, AT4G37430, AT4G39950, AT1G05680, AT1G76790, AT2G43000, AT4G23100, AT4G30530, AT5G27520, AT3G44310"
8,Upregulated,2.7E-07,125,1947,1.69968437736084,Response to external stimulus ,http://amigo.geneontology.org/amigo/term/GO:0009605,"AT1G58340, AT2G47800, AT5G57110, AT1G26730, AT1G61370, AT1G61420, AT2G23150, AT2G40080, AT3G06420, AT3G25180, AT4G18470, AT4G23150, AT4G31970, AT5G45900, AT5G53750, AT1G19250, AT1G73805, AT2G19190, AT2G21660, AT3G01420, AT4G19840, AT5G38900, AT5G52810, AT1G25250, AT1G29300, AT3G14870, AT3G18260, AT4G01895, AT4G18360, AT5G13320, AT5G46871, AT5G64890, AT1G02360, AT1G04770, AT1G05010, AT1G05680, AT1G07640, AT1G08830, AT1G12200, AT1G16030, AT1G20630, AT1G28190, AT1G29195, AT1G43910, AT1G51890, AT1G54570, AT1G55920, AT1G56650, AT1G61120, AT1G61800, AT1G62660, AT1G64660, AT1G67070, AT1G73260, AT1G74020, AT1G78380, AT2G15480, AT2G15490, AT2G22330, AT2G24570, AT2G29350, AT2G30766, AT2G43570, AT2G45220, AT3G05360, AT3G05740, AT3G09440, AT3G11340, AT3G13100, AT3G15352, AT3G26840, AT3G28930, AT3G44320, AT3G45140, AT3G51430, AT3G53160, AT3G54420, AT3G54950, AT4G02520, AT4G10500, AT4G14680, AT4G16760, AT4G34131, AT4G34135, AT4G39950, AT5G03890, AT5G13220, AT5G24660, AT5G25110, AT5G37840, AT5G42900, AT5G47060, AT5G49520, AT5G67620, AT3G06490, AT1G16540, AT1G17750, AT1G45145, AT1G61560, AT1G70800, AT1G74360, AT2G25620, AT2G29460, AT2G38240, AT2G39050, AT2G46240, AT2G47000, AT2G47190, AT3G04220, AT3G14210, AT3G17690, AT3G18000, AT3G19260, AT3G54640, AT3G62590, AT4G17615, AT4G20830, AT4G23100, AT4G28490, AT4G39830, AT5G13080, AT5G13750, AT5G49665, AT5G63970, AT5G64120"
9,Upregulated,2.7E-07,16,56,6.50119276197126,Indole-containing compound biosynthetic process ,http://amigo.geneontology.org/amigo/term/GO:0042435,"AT1G25220, AT2G04400, AT3G54640, AT4G27070, AT5G05730, AT5G17990, AT5G28237, AT5G38530, AT5G54810, AT1G76790, AT2G22330, AT2G43000, AT4G23100, AT4G30530, AT4G39950, AT3G44310"
10,Upregulated,5.24E-07,14,46,7.25289317507418,Toxin catabolic process ,http://amigo.geneontology.org/amigo/term/GO:0009407,"AT1G17170, AT1G17180, AT1G69930, AT1G74590, AT1G78380, AT2G29420, AT2G29460, AT2G29470, AT2G29480, AT2G29490, AT2G02390, AT2G30860, AT2G30870, AT4G02520"
