,group,FDR,nGenes,Pathway size,Fold enriched,Pathway,URL,Genes
11,Downregulated,7.71E-61,148,281,4.41521636977231,Photosynthesis ,http://amigo.geneontology.org/amigo/term/GO:0015979,"AT1G03600, AT1G12000, AT1G14150, AT1G15820, AT1G19150, AT1G29910, AT1G29920, AT1G29930, AT1G45474, AT1G61520, AT1G75690, AT2G01918, AT2G05070, AT2G05100, AT2G30570, AT2G34430, AT2G40100, AT3G01440, AT3G08940, AT3G27690, AT3G47470, AT3G54890, AT3G61470, AT4G05180, AT4G09650, AT4G10340, AT4G21280, AT4G22890, AT5G01530, AT5G28450, AT5G54270, ATCG01060, AT1G08380, AT1G55480, AT1G64860, AT2G46820, AT2G47940, AT5G54180, AT5G66570, AT1G03130, AT1G03630, AT1G06680, AT1G08520, AT1G12900, AT1G15980, AT1G16720, AT1G18730, AT1G30380, AT1G31330, AT1G32060, AT1G42970, AT1G44575, AT1G52230, AT1G55670, AT1G56190, AT1G58300, AT1G67090, AT1G67740, AT1G74470, AT1G76450, AT2G01590, AT2G06520, AT2G20260, AT2G20890, AT2G21170, AT2G28605, AT2G30790, AT2G39470, AT2G42600, AT3G12780, AT3G16140, AT3G21055, AT3G26650, AT3G50820, AT3G54050, AT3G55330, AT3G55800, AT3G56940, AT3G60750, AT4G02530, AT4G02770, AT4G12800, AT4G15510, AT4G17600, AT4G18480, AT4G27440, AT4G28660, AT4G28750, AT4G34190, AT4G35250, AT5G02120, AT5G11450, AT5G13630, AT5G23120, AT5G27390, AT5G38410, AT5G38420, AT5G38430, AT5G44650, AT5G45040, AT5G45930, AT5G54190, AT5G61410, AT5G64040, AT5G66190, ATCG00070, ATCG00080, ATCG00220, ATCG00280, ATCG00490, ATCG00540, ATCG00550, ATCG00560, ATCG00710, ATCG01100, ATCG01110, AT3G56090, AT1G43670, AT1G55370, AT1G60600, AT1G60950, AT1G64150, AT1G64770, AT1G68890, AT1G71500, AT2G30950, AT3G01480, AT3G01500, AT3G15850, AT3G16250, AT3G17170, AT3G21200, AT3G49720, AT4G01050, AT4G04640, AT4G18370, AT4G27600, AT4G30950, AT5G01920, AT5G21930, AT5G35220, AT5G42270, AT5G50950, AT5G52100, AT5G65810, AT3G04790, AT1G70760, AT4G03280"
12,Downregulated,9.58E-33,80,148,4.50617433316395,Photosynthesis light reaction ,http://amigo.geneontology.org/amigo/term/GO:0019684,"AT1G03600, AT1G14150, AT1G15820, AT1G19150, AT1G29910, AT1G29920, AT1G29930, AT1G45474, AT1G61520, AT1G75690, AT2G01918, AT2G05070, AT2G05100, AT2G30570, AT2G34430, AT2G40100, AT3G01440, AT3G08940, AT3G27690, AT3G47470, AT3G54890, AT3G61470, AT4G05180, AT4G09650, AT4G10340, AT4G21280, AT4G22890, AT5G01530, AT5G28450, AT5G54270, AT1G08380, AT1G55480, AT2G46820, AT2G47940, AT5G66570, AT1G15980, AT1G18730, AT2G01590, AT2G20890, AT3G50820, AT4G02530, AT5G44650, ATCG00220, ATCG00280, ATCG01060, ATCG01100, ATCG01110, AT1G16720, AT1G55370, AT1G55670, AT1G60600, AT1G60950, AT1G64150, AT1G64770, AT1G67740, AT1G68890, AT1G71500, AT2G30950, AT3G01480, AT3G15850, AT3G16250, AT3G21200, AT3G54050, AT4G01050, AT4G04640, AT4G15510, AT4G18370, AT4G30950, AT4G35250, AT5G01920, AT5G02120, AT5G21930, AT5G35220, AT5G42270, AT5G52100, AT5G66190, AT1G06680, AT1G70760, AT4G03280, ATCG00540"
13,Downregulated,6E-21,130,494,2.463817083927,Generation of precursor metabolites and energy ,http://amigo.geneontology.org/amigo/term/GO:0006091,"AT1G03600, AT1G13440, AT1G13700, AT1G14150, AT1G15820, AT1G19150, AT1G24280, AT1G29910, AT1G29920, AT1G29930, AT1G45474, AT1G56190, AT1G61520, AT1G74030, AT1G75690, AT2G01918, AT2G05070, AT2G05100, AT2G21170, AT2G21330, AT2G30570, AT2G34430, AT2G40100, AT3G01440, AT3G08940, AT3G12780, AT3G16250, AT3G20790, AT3G27690, AT3G29320, AT3G47470, AT3G52930, AT3G54890, AT3G55440, AT3G60750, AT3G61470, AT4G05180, AT4G09650, AT4G10340, AT4G21280, AT4G22890, AT4G24620, AT4G26520, AT4G32590, AT4G38970, AT5G01530, AT5G08570, AT5G24420, AT5G28450, AT5G35790, AT5G41670, AT5G50950, AT5G54270, AT5G61410, ATCG00480, ATCG01100, AT1G08380, AT1G55480, AT2G46820, AT2G47940, AT5G66570, AT1G09780, AT1G10960, AT1G12000, AT1G15980, AT1G18730, AT1G20340, AT1G32550, AT1G34430, AT1G53240, AT1G60950, AT1G65930, AT1G76100, AT1G78050, AT2G01590, AT2G20890, AT2G25060, AT2G42600, AT3G04790, AT3G13930, AT3G25860, AT3G50820, AT4G02530, AT4G12880, AT4G14890, AT4G27520, AT4G31840, AT5G15350, AT5G19220, AT5G25090, AT5G44650, AT5G45040, AT5G48300, ATCG00220, ATCG00280, ATCG00540, ATCG01010, ATCG01060, ATCG01110, AT1G16720, AT1G55370, AT1G55670, AT1G60600, AT1G64150, AT1G64770, AT1G67740, AT1G68890, AT1G71500, AT2G30950, AT3G01480, AT3G15850, AT3G21200, AT3G44730, AT3G54050, AT4G01050, AT4G04640, AT4G15510, AT4G18370, AT4G30950, AT4G35250, AT5G01920, AT5G02120, AT5G21930, AT5G35220, AT5G42270, AT5G52100, AT5G66190, AT1G06680, AT1G70760, AT4G03280"
14,Downregulated,1.28E-17,36,55,5.36985774702038,Photosynthetic electron transport chain ,http://amigo.geneontology.org/amigo/term/GO:0009767,"AT1G14150, AT2G01918, AT3G01440, AT4G05180, AT4G09650, AT4G21280, AT4G22890, AT2G46820, AT1G15980, AT1G18730, AT2G01590, ATCG00280, ATCG01060, AT1G08380, AT1G55370, AT1G55670, AT1G60600, AT1G60950, AT1G64770, AT1G67740, AT2G30950, AT3G15850, AT3G16250, AT3G21200, AT3G50820, AT3G54050, AT4G01050, AT4G04640, AT4G30950, AT5G21930, AT5G42270, AT5G66190, AT5G66570, AT1G70760, AT4G03280, ATCG00540"
15,Downregulated,8.3E-16,28,37,6.09551419932043,Photosynthesis light harvesting ,http://amigo.geneontology.org/amigo/term/GO:0009765,"AT1G15820, AT1G19150, AT1G29910, AT1G29920, AT1G29930, AT1G45474, AT1G61520, AT1G75690, AT2G05070, AT2G05100, AT2G34430, AT2G40100, AT3G08940, AT3G27690, AT3G47470, AT3G54890, AT3G61470, AT4G10340, AT5G01530, AT5G28450, AT5G54270, AT1G08380, AT1G55480, AT2G47940, AT1G03600, AT4G02530, AT2G30950, AT4G18370"
16,Downregulated,8.14E-15,21,23,7.35437039265834,Photosynthesis light harvesting in photosystem I ,http://amigo.geneontology.org/amigo/term/GO:0009768,"AT1G15820, AT1G19150, AT1G29910, AT1G29920, AT1G29930, AT1G45474, AT1G61520, AT2G05070, AT2G05100, AT2G34430, AT2G40100, AT3G08940, AT3G27690, AT3G47470, AT3G54890, AT3G61470, AT4G10340, AT5G01530, AT5G28450, AT5G54270, AT1G08380"
17,Downregulated,1.05E-12,299,1756,1.52140315826825,Organonitrogen compound biosynthetic process ,http://amigo.geneontology.org/amigo/term/GO:1901566,"AT1G01100, AT1G10700, AT1G11790, AT1G11870, AT1G18080, AT1G26570, AT1G27400, AT1G31180, AT1G32990, AT1G44446, AT1G48520, AT1G48630, AT1G54040, AT1G58080, AT1G61470, AT1G62750, AT1G69420, AT1G69740, AT1G72370, AT1G74470, AT1G78630, AT2G17630, AT2G18020, AT2G25840, AT2G27820, AT2G31170, AT2G33800, AT2G36620, AT2G37190, AT2G37600, AT2G38140, AT2G40010, AT2G41840, AT2G43360, AT2G43750, AT2G44160, AT2G48030, AT3G03780, AT3G05560, AT3G06680, AT3G12930, AT3G14390, AT3G17040, AT3G18130, AT3G23940, AT3G25900, AT3G29200, AT3G44260, AT3G46940, AT3G47340, AT3G48560, AT3G54470, AT3G55630, AT3G55750, AT3G56300, AT3G56910, AT3G56940, AT3G57560, AT3G57610, AT3G58140, AT3G58610, AT3G59970, AT3G62910, AT3G63190, AT4G00810, AT4G01690, AT4G04640, AT4G09650, AT4G13930, AT4G14880, AT4G15560, AT4G17300, AT4G17390, AT4G18480, AT4G19710, AT4G20360, AT4G22930, AT4G24830, AT4G26230, AT4G29060, AT5G07090, AT5G08280, AT5G10920, AT5G11880, AT5G13510, AT5G14060, AT5G15200, AT5G16290, AT5G17920, AT5G24490, AT5G30510, AT5G35630, AT5G39320, AT5G40850, AT5G41060, AT5G45930, AT5G47700, AT5G48220, AT5G49030, AT5G49460, AT5G53460, AT5G54600, AT5G60390, AT5G60670, AT5G63890, AT5G65010, ATCG00480, ATCG00750, ATCG00790, AT1G27120, AT1G48600, AT1G71720, AT2G25900, AT1G03630, AT1G04270, AT1G05190, AT1G07320, AT1G08520, AT1G09690, AT1G09940, AT1G14290, AT1G14320, AT1G15710, AT1G15930, AT1G17560, AT1G22410, AT1G22780, AT1G26880, AT1G26910, AT1G29070, AT1G31860, AT1G34430, AT1G35680, AT1G48350, AT1G49500, AT1G52300, AT1G55810, AT1G56430, AT1G58290, AT1G64510, AT1G68590, AT1G74970, AT1G75350, AT1G79850, AT2G05220, AT2G19730, AT2G19940, AT2G22810, AT2G23350, AT2G24060, AT2G24090, AT2G25640, AT2G27710, AT2G27720, AT2G31610, AT2G33450, AT2G34480, AT2G35710, AT2G36885, AT2G39800, AT2G40205, AT2G40290, AT2G40490, AT2G42740, AT2G43030, AT2G44040, AT2G45300, AT3G02660, AT3G04840, AT3G05590, AT3G08520, AT3G08740, AT3G09500, AT3G09630, AT3G09820, AT3G10610, AT3G11120, AT3G13120, AT3G14930, AT3G15190, AT3G16780, AT3G17170, AT3G19030, AT3G19480, AT3G20390, AT3G21200, AT3G25520, AT3G25660, AT3G25860, AT3G25920, AT3G27160, AT3G27540, AT3G27830, AT3G27850, AT3G28900, AT3G44890, AT3G45030, AT3G47370, AT3G48730, AT3G48930, AT3G49010, AT3G51820, AT3G53870, AT3G53900, AT3G54210, AT3G55280, AT3G56340, AT3G59400, AT3G59890, AT3G60245, AT3G62250, AT3G62720, AT3G63490, AT4G01310, AT4G09320, AT4G11010, AT4G11280, AT4G13430, AT4G14320, AT4G17560, AT4G18440, AT4G22570, AT4G25080, AT4G25890, AT4G27440, AT4G28360, AT4G30680, AT4G30800, AT4G31700, AT4G33680, AT4G34620, AT4G35250, AT4G39120, AT4G39630, AT5G02870, AT5G04800, AT5G04950, AT5G11160, AT5G13630, AT5G14320, AT5G14760, AT5G16130, AT5G17870, AT5G18660, AT5G22940, AT5G23740, AT5G23900, AT5G35360, AT5G39740, AT5G40950, AT5G45590, AT5G47190, AT5G51110, AT5G52100, AT5G54160, AT5G54190, AT5G56120, AT5G56670, AT5G57500, AT5G59240, AT5G59500, AT5G61170, AT5G62220, AT5G63310, AT5G63570, AT5G65220, ATCG00150, ATCG00640, ATCG00660, ATCG00760, ATCG00770, ATCG00780, ATCG00810, ATCG00820, ATCG00840, ATCG01020, ATCG01120, ATCG01230, ATCG01300, AT5G02160, AT1G66230, AT4G17600, AT4G24670, AT1G09340, AT1G10670, AT1G16720, AT1G20340, AT2G35260, AT2G40400, AT2G41680, AT2G46210, AT3G61580, AT3G62030, AT3G63140, AT4G31850, AT5G52810, AT5G58250, AT3G44300, AT4G01900"
18,Downregulated,1.53E-12,167,835,1.80314928368446,Translation ,http://amigo.geneontology.org/amigo/term/GO:0006412,"AT1G01100, AT1G11870, AT1G18080, AT1G27400, AT1G32990, AT1G48520, AT1G48630, AT1G61470, AT1G62750, AT1G72370, AT1G78630, AT2G18020, AT2G25840, AT2G31170, AT2G33800, AT2G36620, AT2G37190, AT2G37600, AT2G38140, AT2G40010, AT2G41840, AT3G05560, AT3G06680, AT3G12930, AT3G17040, AT3G18130, AT3G44260, AT3G55750, AT3G56300, AT3G56910, AT3G58140, AT3G62910, AT3G63190, AT4G00810, AT4G17300, AT4G17390, AT4G20360, AT4G26230, AT4G29060, AT5G07090, AT5G13510, AT5G15200, AT5G24490, AT5G30510, AT5G47700, AT5G49030, AT5G54600, AT5G60390, AT5G60670, ATCG00750, ATCG00790, AT1G71720, AT2G25900, AT1G04270, AT1G05190, AT1G07320, AT1G09690, AT1G14320, AT1G15930, AT1G17560, AT1G22780, AT1G26880, AT1G26910, AT1G29070, AT1G35680, AT1G48350, AT1G49500, AT1G52300, AT1G64510, AT1G68590, AT1G74970, AT1G75350, AT1G79850, AT2G05220, AT2G19730, AT2G23350, AT2G24060, AT2G24090, AT2G25640, AT2G27710, AT2G27720, AT2G31610, AT2G33450, AT2G34480, AT2G36885, AT2G40205, AT2G40290, AT2G42740, AT2G43030, AT3G02660, AT3G04840, AT3G05590, AT3G08520, AT3G08740, AT3G09500, AT3G09630, AT3G10610, AT3G11120, AT3G13120, AT3G15190, AT3G16780, AT3G17170, AT3G19030, AT3G25520, AT3G25660, AT3G25920, AT3G27160, AT3G27830, AT3G27850, AT3G28900, AT3G44890, AT3G45030, AT3G47370, AT3G48930, AT3G49010, AT3G53870, AT3G54210, AT3G55280, AT3G56340, AT3G60245, AT3G62250, AT3G63490, AT4G01310, AT4G14320, AT4G17560, AT4G25890, AT4G28360, AT4G30680, AT4G30800, AT4G31700, AT4G34620, AT4G35250, AT4G39630, AT5G02870, AT5G04800, AT5G14320, AT5G16130, AT5G17870, AT5G23740, AT5G23900, AT5G39740, AT5G40950, AT5G45590, AT5G47190, AT5G56120, AT5G56670, AT5G59240, AT5G61170, AT5G65220, ATCG00640, ATCG00660, ATCG00760, ATCG00770, ATCG00780, ATCG00810, ATCG00820, ATCG00840, ATCG01020, ATCG01120, ATCG01230, ATCG01300, AT5G02160, AT1G09340, AT1G16720, AT1G20340, AT3G63140, AT4G31850"
19,Downregulated,2.04E-12,167,840,1.79353248750481,Peptide biosynthetic process ,http://amigo.geneontology.org/amigo/term/GO:0043043,"AT1G01100, AT1G11870, AT1G18080, AT1G27400, AT1G32990, AT1G48520, AT1G48630, AT1G61470, AT1G62750, AT1G72370, AT1G78630, AT2G18020, AT2G25840, AT2G31170, AT2G33800, AT2G36620, AT2G37190, AT2G37600, AT2G38140, AT2G40010, AT2G41840, AT3G05560, AT3G06680, AT3G12930, AT3G17040, AT3G18130, AT3G44260, AT3G55750, AT3G56300, AT3G56910, AT3G58140, AT3G62910, AT3G63190, AT4G00810, AT4G17300, AT4G17390, AT4G20360, AT4G26230, AT4G29060, AT5G07090, AT5G13510, AT5G15200, AT5G24490, AT5G30510, AT5G47700, AT5G49030, AT5G54600, AT5G60390, AT5G60670, ATCG00750, ATCG00790, AT1G71720, AT2G25900, AT1G04270, AT1G05190, AT1G07320, AT1G09690, AT1G14320, AT1G15930, AT1G17560, AT1G22780, AT1G26880, AT1G26910, AT1G29070, AT1G35680, AT1G48350, AT1G49500, AT1G52300, AT1G64510, AT1G68590, AT1G74970, AT1G75350, AT1G79850, AT2G05220, AT2G19730, AT2G23350, AT2G24060, AT2G24090, AT2G25640, AT2G27710, AT2G27720, AT2G31610, AT2G33450, AT2G34480, AT2G36885, AT2G40205, AT2G40290, AT2G42740, AT2G43030, AT3G02660, AT3G04840, AT3G05590, AT3G08520, AT3G08740, AT3G09500, AT3G09630, AT3G10610, AT3G11120, AT3G13120, AT3G15190, AT3G16780, AT3G17170, AT3G19030, AT3G25520, AT3G25660, AT3G25920, AT3G27160, AT3G27830, AT3G27850, AT3G28900, AT3G44890, AT3G45030, AT3G47370, AT3G48930, AT3G49010, AT3G53870, AT3G54210, AT3G55280, AT3G56340, AT3G60245, AT3G62250, AT3G63490, AT4G01310, AT4G14320, AT4G17560, AT4G25890, AT4G28360, AT4G30680, AT4G30800, AT4G31700, AT4G34620, AT4G35250, AT4G39630, AT5G02870, AT5G04800, AT5G14320, AT5G16130, AT5G17870, AT5G23740, AT5G23900, AT5G39740, AT5G40950, AT5G45590, AT5G47190, AT5G56120, AT5G56670, AT5G59240, AT5G61170, AT5G65220, ATCG00640, ATCG00660, ATCG00760, ATCG00770, ATCG00780, ATCG00810, ATCG00820, ATCG00840, ATCG01020, ATCG01120, ATCG01230, ATCG01300, AT5G02160, AT1G09340, AT1G16720, AT1G20340, AT3G63140, AT4G31850"
20,Downregulated,2.04E-12,177,909,1.76012003930112,Amide biosynthetic process ,http://amigo.geneontology.org/amigo/term/GO:0043604,"AT1G01100, AT1G11870, AT1G18080, AT1G27400, AT1G32990, AT1G48520, AT1G48630, AT1G61470, AT1G62750, AT1G72370, AT1G78630, AT2G18020, AT2G25840, AT2G31170, AT2G33800, AT2G36620, AT2G37190, AT2G37600, AT2G38140, AT2G40010, AT2G41840, AT2G43360, AT3G05560, AT3G06680, AT3G12930, AT3G17040, AT3G18130, AT3G44260, AT3G55750, AT3G56300, AT3G56910, AT3G58140, AT3G62910, AT3G63190, AT4G00810, AT4G17300, AT4G17390, AT4G20360, AT4G24830, AT4G26230, AT4G29060, AT5G07090, AT5G13510, AT5G15200, AT5G24490, AT5G30510, AT5G47700, AT5G49030, AT5G49460, AT5G54600, AT5G60390, AT5G60670, ATCG00750, ATCG00790, AT1G71720, AT2G25900, AT1G04270, AT1G05190, AT1G07320, AT1G09690, AT1G14320, AT1G15930, AT1G17560, AT1G22780, AT1G26880, AT1G26910, AT1G29070, AT1G34430, AT1G35680, AT1G48350, AT1G49500, AT1G52300, AT1G64510, AT1G68590, AT1G74970, AT1G75350, AT1G79850, AT2G05220, AT2G19730, AT2G23350, AT2G24060, AT2G24090, AT2G25640, AT2G27710, AT2G27720, AT2G31610, AT2G33450, AT2G34480, AT2G36885, AT2G40205, AT2G40290, AT2G42740, AT2G43030, AT3G02660, AT3G04840, AT3G05590, AT3G08520, AT3G08740, AT3G09500, AT3G09630, AT3G10610, AT3G11120, AT3G13120, AT3G15190, AT3G16780, AT3G17170, AT3G19030, AT3G25520, AT3G25660, AT3G25860, AT3G25920, AT3G27160, AT3G27830, AT3G27850, AT3G28900, AT3G44890, AT3G45030, AT3G47340, AT3G47370, AT3G48930, AT3G49010, AT3G53870, AT3G54210, AT3G55280, AT3G56340, AT3G60245, AT3G62250, AT3G63490, AT4G01310, AT4G14320, AT4G17560, AT4G25890, AT4G28360, AT4G30680, AT4G30800, AT4G31700, AT4G34620, AT4G35250, AT4G39630, AT5G02870, AT5G04800, AT5G14320, AT5G16130, AT5G17870, AT5G23740, AT5G23900, AT5G35360, AT5G39740, AT5G40950, AT5G45590, AT5G47190, AT5G54160, AT5G56120, AT5G56670, AT5G59240, AT5G61170, AT5G65010, AT5G65220, ATCG00640, ATCG00660, ATCG00760, ATCG00770, ATCG00780, ATCG00810, ATCG00820, ATCG00840, ATCG01020, ATCG01120, ATCG01230, ATCG01300, AT5G02160, AT1G09340, AT1G16720, AT1G20340, AT3G63140, AT4G31850, AT1G10670"
