,group,FDR,nGenes,Pathway size,Fold enriched,Pathway,URL,Genes
1,Upregulated,3.04E-18,74,340,3.38750413786548,Response to toxic substance ,http://amigo.geneontology.org/amigo/term/GO:0009636,"AT1G77120, AT3G44300, AT3G44310, AT3G44320, AT5G22300, AT2G36800, AT4G01070, AT1G12110, AT1G14550, AT1G17170, AT1G17180, AT1G30400, AT1G33090, AT1G33110, AT1G58340, AT1G59670, AT1G60740, AT1G65820, AT1G65970, AT1G69920, AT1G69930, AT1G71140, AT1G74590, AT1G75270, AT1G78380, AT2G02390, AT2G04050, AT2G15490, AT2G17420, AT2G29420, AT2G29460, AT2G29470, AT2G29480, AT2G29490, AT2G31570, AT2G34360, AT2G36750, AT2G37760, AT2G37770, AT3G01420, AT3G21560, AT3G21690, AT3G23560, AT3G24170, AT3G29200, AT3G49570, AT3G49580, AT4G15550, AT4G21910, AT4G22790, AT4G29140, AT4G29210, AT4G31240, AT4G37530, AT5G02780, AT5G06730, AT5G17220, AT5G19890, AT5G24655, AT5G24660, AT5G39050, AT5G40370, AT5G51060, AT5G52450, AT1G67070, AT4G23600, AT1G15380, AT1G45145, AT1G56650, AT1G63440, AT3G58810, AT5G05600, AT5G17450, AT3G61440"
2,Upregulated,1.18E-15,336,3091,1.54224627962669,Response to chemical ,http://amigo.geneontology.org/amigo/term/GO:0042221,"AT1G14200, AT1G30040, AT1G59660, AT1G63090, AT1G67360, AT1G68620, AT1G73010, AT1G73500, AT1G74310, AT1G77120, AT2G26150, AT2G36800, AT3G03270, AT3G23150, AT3G24500, AT3G46080, AT4G01360, AT4G19880, AT4G26270, AT4G34131, AT5G05410, AT5G12030, AT5G19550, AT5G20830, AT5G37670, AT5G47060, AT5G59820, AT5G62520, AT1G12110, AT1G12940, AT1G47510, AT1G50420, AT1G55610, AT1G60740, AT1G65970, AT2G29070, AT2G29500, AT2G34600, AT3G07700, AT3G09440, AT3G12580, AT3G13380, AT3G16360, AT3G44300, AT3G44310, AT3G44320, AT3G53230, AT3G53600, AT4G24120, AT4G26120, AT5G02490, AT5G09590, AT5G13220, AT5G22300, AT5G28540, AT5G40370, AT5G42020, AT5G46790, AT5G61640, AT1G05100, AT1G15380, AT1G32870, AT1G62380, AT2G47000, AT3G04530, AT3G14990, AT3G26090, AT4G01070, AT4G15910, AT5G13420, AT5G54500, AT5G67160, AT1G04100, AT1G06160, AT1G14550, AT1G15520, AT1G15670, AT1G17170, AT1G17180, AT1G17550, AT1G24625, AT1G28360, AT1G30400, AT1G31770, AT1G33090, AT1G33110, AT1G43160, AT1G52570, AT1G58340, AT1G59670, AT1G65820, AT1G69920, AT1G69930, AT1G70800, AT1G70810, AT1G71140, AT1G74590, AT1G75270, AT1G76520, AT1G78380, AT2G02390, AT2G04050, AT2G15490, AT2G17420, AT2G17500, AT2G28085, AT2G29420, AT2G29460, AT2G29470, AT2G29480, AT2G29490, AT2G29940, AT2G31230, AT2G31570, AT2G34360, AT2G36270, AT2G36750, AT2G37760, AT2G37770, AT2G38340, AT2G40670, AT2G41230, AT2G45210, AT2G46140, AT3G01420, AT3G01650, AT3G16280, AT3G16500, AT3G19580, AT3G21560, AT3G21690, AT3G23560, AT3G24170, AT3G29200, AT3G49570, AT3G49580, AT3G50310, AT3G54430, AT4G00670, AT4G06746, AT4G15550, AT4G16750, AT4G17500, AT4G17615, AT4G21910, AT4G22790, AT4G29140, AT4G29210, AT4G31240, AT4G37530, AT5G02780, AT5G06730, AT5G11260, AT5G13330, AT5G17220, AT5G19890, AT5G20810, AT5G23750, AT5G24655, AT5G24660, AT5G25890, AT5G39050, AT5G40990, AT5G44990, AT5G46180, AT5G50760, AT5G51060, AT5G52450, AT5G53590, AT5G57050, AT5G63980, AT5G64750, AT5G65510, AT5G67180, AT1G04580, AT1G05560, AT1G05680, AT1G07640, AT1G08920, AT1G16950, AT1G19200, AT1G19250, AT1G20640, AT1G26380, AT1G29290, AT1G32450, AT1G36370, AT1G44170, AT1G48000, AT1G53885, AT1G55020, AT1G56650, AT1G61800, AT1G62740, AT1G63840, AT1G64660, AT1G67070, AT1G70170, AT1G73260, AT1G74020, AT1G76350, AT1G79410, AT2G05710, AT2G23150, AT2G24210, AT2G25625, AT2G30360, AT2G33380, AT2G34340, AT2G34810, AT2G42490, AT2G46680, AT2G47190, AT3G05360, AT3G15352, AT3G15510, AT3G17790, AT3G22600, AT3G23920, AT3G28210, AT3G28580, AT3G45140, AT3G49210, AT3G51430, AT3G55120, AT3G58810, AT3G59690, AT4G02280, AT4G04460, AT4G05100, AT4G10380, AT4G10500, AT4G13180, AT4G16740, AT4G19700, AT4G19810, AT4G21680, AT4G21830, AT4G22880, AT4G23100, AT4G23150, AT4G23600, AT4G24130, AT4G25000, AT4G27780, AT4G31970, AT4G33540, AT4G34590, AT4G34710, AT4G37710, AT4G39950, AT5G01600, AT5G01820, AT5G07010, AT5G09980, AT5G10930, AT5G13180, AT5G13320, AT5G13930, AT5G25620, AT5G26220, AT5G27600, AT5G36970, AT5G38710, AT5G39610, AT5G42890, AT5G44610, AT5G45890, AT5G49600, AT5G49620, AT5G54060, AT5G57510, AT5G59310, AT5G59320, AT5G64250, AT5G64900, AT5G64905, AT5G65140, AT1G25220, AT1G71830, AT2G23950, AT2G38240, AT3G55970, AT5G05600, AT5G05730, AT5G45840, AT1G16310, AT1G16540, AT1G20160, AT1G28130, AT1G30270, AT1G33560, AT1G45145, AT1G52890, AT1G54990, AT1G63440, AT1G66600, AT1G68765, AT1G68820, AT1G69310, AT1G80710, AT2G47800, AT3G04070, AT3G05630, AT3G08640, AT3G15500, AT3G18000, AT3G19260, AT3G22200, AT3G25010, AT3G51860, AT4G04490, AT4G05530, AT4G05590, AT4G23450, AT4G29100, AT4G32810, AT4G34890, AT5G01810, AT5G13750, AT5G17450, AT5G39520, AT5G45800, AT5G54510, AT5G56010, AT5G56030, AT5G56550, AT5G59780, AT5G63970, AT5G65790, AT5G48400, AT5G48410, AT1G56010, AT3G61440, AT4G32690, AT5G25900"
3,Upregulated,4.94E-13,59,299,3.16108206393107,Detoxification ,http://amigo.geneontology.org/amigo/term/GO:0098754,"AT1G77120, AT3G44300, AT3G44310, AT3G44320, AT5G22300, AT2G36800, AT1G14550, AT1G17170, AT1G17180, AT1G30400, AT1G33090, AT1G33110, AT1G58340, AT1G59670, AT1G60740, AT1G65820, AT1G65970, AT1G69920, AT1G69930, AT1G71140, AT1G74590, AT1G75270, AT1G78380, AT2G02390, AT2G04050, AT2G17420, AT2G29420, AT2G29460, AT2G29470, AT2G29480, AT2G29490, AT2G31570, AT2G34360, AT3G01420, AT3G21690, AT3G23560, AT3G24170, AT3G29200, AT3G49570, AT3G49580, AT4G21910, AT4G22790, AT4G29140, AT4G31240, AT4G37530, AT5G06730, AT5G19890, AT5G24655, AT5G24660, AT5G40370, AT5G51060, AT5G52450, AT1G15380, AT1G56650, AT1G63440, AT3G58810, AT5G17450, AT3G61440, AT5G17220"
4,Upregulated,2.24E-10,153,1301,1.78343049093451,Transmembrane transport ,http://amigo.geneontology.org/amigo/term/GO:0055085,"AT1G15310, AT1G25520, AT1G30400, AT1G60960, AT1G63010, AT1G71330, AT1G74810, AT2G17270, AT2G23790, AT2G29410, AT2G34660, AT2G47000, AT2G47800, AT3G05030, AT3G12750, AT3G13100, AT3G21250, AT3G48850, AT3G51860, AT3G56200, AT3G58810, AT3G59140, AT3G60160, AT3G60330, AT4G00900, AT4G05590, AT4G18050, AT4G36820, AT5G09470, AT5G45380, AT1G08920, AT1G31770, AT1G32450, AT1G44800, AT1G61800, AT5G50800, AT1G01070, AT1G09960, AT1G10540, AT1G12110, AT1G12940, AT1G15520, AT1G16310, AT1G22150, AT1G26730, AT1G28230, AT1G30220, AT1G30270, AT1G31120, AT1G31820, AT1G31830, AT1G33090, AT1G33110, AT1G43650, AT1G48370, AT1G49960, AT1G56080, AT1G58340, AT1G58360, AT1G63440, AT1G64200, AT1G65730, AT1G66570, AT1G68570, AT1G68600, AT1G69480, AT1G69870, AT1G71140, AT1G72120, AT1G73220, AT1G76520, AT1G79410, AT1G79520, AT1G79900, AT1G80900, AT2G02040, AT2G03590, AT2G04050, AT2G07698, AT2G07727, AT2G17500, AT2G18480, AT2G23150, AT2G32830, AT2G34190, AT2G34360, AT2G34960, AT2G36380, AT2G37460, AT2G39890, AT2G40460, AT2G44280, AT2G47600, AT3G05165, AT3G10960, AT3G14070, AT3G21690, AT3G23560, AT3G26670, AT3G28007, AT3G28100, AT3G47420, AT3G47780, AT3G51895, AT3G53720, AT3G54140, AT3G56950, AT4G01430, AT4G01450, AT4G08290, AT4G08300, AT4G10380, AT4G18220, AT4G18290, AT4G21120, AT4G21680, AT4G21910, AT4G22790, AT4G23700, AT4G23710, AT4G24120, AT4G27860, AT4G29140, AT5G01340, AT5G01500, AT5G13490, AT5G13550, AT5G13750, AT5G14940, AT5G17850, AT5G17860, AT5G18840, AT5G23660, AT5G23810, AT5G27350, AT5G27520, AT5G40230, AT5G40240, AT5G46240, AT5G48400, AT5G48410, AT5G49890, AT5G52450, AT5G55930, AT5G57685, AT5G62680, AT5G63850, AT5G64700, ATMG00160, AT1G16540, AT2G29940, AT4G03320, AT4G32250"
5,Upregulated,1.1E-09,73,425,2.37008359058281,Sulfur compound metabolic process ,http://amigo.geneontology.org/amigo/term/GO:0006790,"AT1G16410, AT1G17170, AT1G17180, AT1G18590, AT1G59670, AT1G64660, AT1G69920, AT1G69930, AT1G74090, AT1G74590, AT1G78380, AT2G02390, AT2G20420, AT2G29420, AT2G29460, AT2G29470, AT2G29480, AT2G29490, AT3G09260, AT3G22200, AT3G22740, AT3G59760, AT3G60120, AT3G60130, AT3G60140, AT3G61440, AT4G01850, AT4G12130, AT4G14710, AT4G29210, AT5G07010, AT5G26220, AT5G36880, AT5G63980, AT5G63990, AT5G64000, AT5G67520, AT1G73500, AT3G04070, AT4G04610, AT4G21990, AT4G23100, AT4G37430, AT5G23020, AT5G48180, AT1G75270, AT3G13110, AT3G17717, AT3G21500, AT3G24170, AT3G25570, AT4G19880, AT4G33150, AT5G02780, AT5G15950, AT5G17220, AT5G44990, AT1G07640, AT1G04770, AT1G04580, AT1G24625, AT1G36370, AT1G62540, AT1G62570, AT1G76790, AT2G20610, AT2G43000, AT3G11580, AT4G34200, AT5G13330, AT2G22330, AT3G44320, AT4G39950"
6,Upregulated,5.72E-09,147,1177,1.72697083708689,Oxoacid metabolic process ,http://amigo.geneontology.org/amigo/term/GO:0043436,"AT1G01480, AT1G08250, AT1G08630, AT1G16410, AT1G25220, AT1G34060, AT1G36370, AT1G44542, AT1G64660, AT1G75000, AT2G02390, AT2G04400, AT2G05710, AT2G16790, AT2G19900, AT2G41220, AT3G02620, AT3G03910, AT3G04050, AT3G04520, AT3G06860, AT3G09260, AT3G14990, AT3G17820, AT3G22200, AT3G22740, AT3G29200, AT3G49160, AT3G54640, AT3G59760, AT3G60120, AT3G60130, AT3G60140, AT3G61440, AT4G14710, AT4G16690, AT4G16760, AT4G27070, AT4G34710, AT4G35630, AT4G37150, AT5G05730, AT5G09300, AT5G10300, AT5G16570, AT5G17330, AT5G17380, AT5G27520, AT5G28237, AT5G37600, AT5G38530, AT5G38710, AT5G46180, AT5G54810, AT5G56350, AT5G63680, AT5G65110, AT1G05560, AT1G18590, AT1G19640, AT1G74090, AT1G76690, AT2G22330, AT2G33380, AT2G43840, AT3G01420, AT4G10500, AT4G26270, AT4G33150, AT4G37430, AT4G39950, AT4G39980, AT5G07010, AT5G13320, AT5G15490, AT5G23020, AT5G48180, AT5G53970, AT1G04580, AT1G09240, AT1G10060, AT1G12110, AT1G12940, AT1G16540, AT1G17745, AT1G22410, AT1G27980, AT1G55020, AT1G68570, AT1G69870, AT1G75270, AT1G77670, AT2G03800, AT2G20610, AT2G38860, AT2G44350, AT2G46750, AT3G06810, AT3G12800, AT3G13110, AT3G15020, AT3G17810, AT3G19270, AT3G23790, AT3G45140, AT4G04610, AT4G05530, AT4G17830, AT4G20320, AT4G21680, AT4G21990, AT4G23100, AT4G23600, AT4G34200, AT5G08170, AT5G11520, AT5G19550, AT5G20960, AT5G27600, AT5G36880, AT5G38200, AT5G44720, AT5G67520, AT1G07640, AT5G42890, AT1G04770, AT2G11810, AT5G51830, AT1G05680, AT1G19250, AT1G24625, AT1G62540, AT1G62570, AT1G67070, AT1G76790, AT1G79900, AT2G18950, AT2G43000, AT3G11580, AT3G19260, AT5G13330, AT5G67160, AT4G15440, AT3G03480, AT3G44300, AT3G44310, AT3G44320"
7,Upregulated,9.05E-09,150,1222,1.70196846843553,Organic acid metabolic process ,http://amigo.geneontology.org/amigo/term/GO:0006082,"AT1G01480, AT1G08250, AT1G08630, AT1G16410, AT1G25220, AT1G30040, AT1G34060, AT1G36370, AT1G44542, AT1G64660, AT1G75000, AT2G02390, AT2G04400, AT2G05710, AT2G16790, AT2G19900, AT2G41220, AT3G02620, AT3G03910, AT3G04050, AT3G04520, AT3G06860, AT3G09260, AT3G14990, AT3G17820, AT3G22200, AT3G22740, AT3G29200, AT3G49160, AT3G54640, AT3G59760, AT3G60120, AT3G60130, AT3G60140, AT3G61440, AT4G14710, AT4G16690, AT4G16760, AT4G27070, AT4G34710, AT4G35630, AT4G37150, AT5G05730, AT5G09300, AT5G10300, AT5G16570, AT5G17330, AT5G17380, AT5G25900, AT5G27520, AT5G28237, AT5G37600, AT5G38530, AT5G38710, AT5G46180, AT5G54810, AT5G56350, AT5G63680, AT5G65110, AT1G05560, AT1G18590, AT1G19640, AT1G74090, AT1G76690, AT2G22330, AT2G33380, AT2G43840, AT3G01420, AT3G04070, AT4G10500, AT4G26270, AT4G33150, AT4G37430, AT4G39950, AT4G39980, AT5G07010, AT5G13320, AT5G15490, AT5G23020, AT5G48180, AT5G53970, AT1G04580, AT1G09240, AT1G10060, AT1G12110, AT1G12940, AT1G16540, AT1G17745, AT1G22410, AT1G27980, AT1G55020, AT1G68570, AT1G69870, AT1G75270, AT1G77670, AT2G03800, AT2G20610, AT2G38860, AT2G44350, AT2G46750, AT3G06810, AT3G12800, AT3G13110, AT3G15020, AT3G17810, AT3G19270, AT3G23790, AT3G45140, AT4G04610, AT4G05530, AT4G17830, AT4G20320, AT4G21680, AT4G21990, AT4G23100, AT4G23600, AT4G34200, AT5G08170, AT5G11520, AT5G19550, AT5G20960, AT5G27600, AT5G36880, AT5G38200, AT5G44720, AT5G67520, AT1G07640, AT5G42890, AT1G04770, AT2G11810, AT5G51830, AT1G05680, AT1G19250, AT1G24625, AT1G62540, AT1G62570, AT1G67070, AT1G76790, AT1G79900, AT2G18950, AT2G43000, AT3G11580, AT3G19260, AT5G13330, AT5G67160, AT4G15440, AT3G03480, AT3G44300, AT3G44310, AT3G44320"
8,Upregulated,1.62E-08,61,396,2.42938979184488,Secondary metabolic process ,http://amigo.geneontology.org/amigo/term/GO:0019748,"AT1G16410, AT3G09260, AT3G10450, AT3G60120, AT3G60130, AT3G60140, AT4G12910, AT4G34230, AT4G36220, AT4G37990, AT5G04330, AT5G13930, AT1G18590, AT1G73500, AT1G74090, AT4G37430, AT5G23020, AT5G48180, AT1G15670, AT1G17170, AT1G17180, AT1G59670, AT1G67980, AT1G69920, AT1G69930, AT1G72680, AT1G74590, AT1G78380, AT1G79180, AT2G29420, AT2G29460, AT2G29470, AT2G29480, AT2G29490, AT3G13650, AT3G21240, AT4G19370, AT1G07640, AT1G04770, AT3G53160, AT1G04580, AT1G24625, AT1G61810, AT1G61820, AT1G62540, AT1G62570, AT1G76790, AT2G20610, AT2G43000, AT3G11580, AT3G21560, AT4G01070, AT4G22880, AT4G23100, AT5G13330, AT5G13420, AT2G02390, AT2G22330, AT3G44320, AT4G39950, AT5G17220"
9,Upregulated,1.1E-07,108,790,1.82512646963095,Response to inorganic substance ,http://amigo.geneontology.org/amigo/term/GO:0010035,"AT1G12110, AT1G12940, AT2G29500, AT4G24120, AT5G12030, AT5G37670, AT2G17420, AT2G36270, AT2G46140, AT5G46180, AT1G04580, AT1G05680, AT1G08920, AT1G15380, AT1G15520, AT1G16950, AT1G20640, AT1G31770, AT1G32450, AT1G36370, AT1G43160, AT1G44170, AT1G62380, AT1G62740, AT1G64660, AT1G67070, AT1G70170, AT1G73260, AT1G76350, AT1G77120, AT1G78380, AT1G79410, AT2G23150, AT2G26150, AT2G30360, AT2G33380, AT2G37760, AT2G37770, AT2G38340, AT2G46680, AT2G47190, AT3G01420, AT3G15352, AT3G17790, AT3G19580, AT3G23920, AT3G24500, AT3G28580, AT3G49210, AT3G53600, AT3G58810, AT3G59690, AT4G02280, AT4G04460, AT4G15910, AT4G21680, AT4G21830, AT4G23100, AT4G27780, AT4G39950, AT5G01600, AT5G01820, AT5G05410, AT5G10930, AT5G13330, AT5G20830, AT5G26220, AT5G27600, AT5G38710, AT5G39610, AT5G44610, AT5G45890, AT5G59310, AT5G59320, AT5G64250, AT5G65140, AT3G01650, AT1G30270, AT1G33560, AT1G52890, AT1G56650, AT1G63440, AT1G67360, AT1G68820, AT1G69310, AT1G80710, AT2G25625, AT2G41230, AT2G47800, AT3G04070, AT3G15500, AT3G26090, AT3G50310, AT3G51860, AT4G05590, AT4G17615, AT4G22790, AT4G23450, AT4G34890, AT5G13750, AT5G17450, AT5G25620, AT5G56010, AT5G56030, AT5G56550, AT5G57050, AT5G59780, AT5G65790"
10,Upregulated,2.33E-07,193,1947,1.51307677109224,Response to external stimulus ,http://amigo.geneontology.org/amigo/term/GO:0009605,"AT1G58340, AT1G58360, AT1G60960, AT2G40460, AT2G47800, AT3G51860, AT3G60160, AT5G14940, AT5G27350, AT5G52450, AT1G26730, AT1G61440, AT1G69480, AT2G06255, AT2G23150, AT2G29950, AT3G06420, AT4G04620, AT4G21980, AT4G23150, AT4G26120, AT4G31970, AT4G37320, AT5G03140, AT5G40990, AT5G45900, AT1G19250, AT1G31280, AT2G20610, AT2G33380, AT3G01420, AT3G22600, AT4G11650, AT4G28460, AT5G38900, AT5G64900, AT5G67160, AT1G11580, AT1G16950, AT1G25250, AT1G29290, AT1G29300, AT1G33560, AT1G51090, AT2G35980, AT3G11660, AT3G18260, AT3G46730, AT4G01895, AT4G18360, AT4G37150, AT5G09980, AT5G09990, AT5G11260, AT5G13320, AT5G45890, AT5G52640, AT5G56010, AT5G56030, AT5G64890, AT5G64905, AT5G66890, AT1G04770, AT1G05680, AT1G07640, AT1G12200, AT1G14200, AT1G16410, AT1G29195, AT1G43910, AT1G51890, AT1G52410, AT1G53885, AT1G54570, AT1G56650, AT1G61800, AT1G64660, AT1G67070, AT1G73010, AT1G73260, AT1G73500, AT1G74020, AT1G74080, AT1G78380, AT1G79410, AT2G02990, AT2G15480, AT2G15490, AT2G22330, AT2G24210, AT2G29350, AT2G30766, AT2G31260, AT2G42490, AT2G45220, AT3G03520, AT3G04530, AT3G05360, AT3G05630, AT3G07700, AT3G09440, AT3G11340, AT3G11480, AT3G12580, AT3G13100, AT3G15352, AT3G17810, AT3G26840, AT3G28930, AT3G44320, AT3G45140, AT3G49580, AT3G51430, AT3G53160, AT3G57260, AT4G04955, AT4G10380, AT4G10500, AT4G16740, AT4G16760, AT4G17500, AT4G34131, AT4G34135, AT4G37990, AT4G39950, AT5G01600, AT5G02490, AT5G09590, AT5G13220, AT5G24660, AT5G25110, AT5G36970, AT5G37840, AT5G45380, AT5G45800, AT5G46180, AT5G47060, AT5G49520, AT5G64250, AT5G64570, AT5G64750, AT5G65040, AT5G67620, AT1G23010, AT2G11810, AT3G06490, AT5G45840, AT1G06160, AT1G15520, AT1G16540, AT1G19670, AT1G20160, AT1G20380, AT1G30270, AT1G31770, AT1G45145, AT1G47128, AT1G54990, AT1G68765, AT1G70170, AT1G70800, AT1G77920, AT2G29460, AT2G38240, AT2G39050, AT2G47000, AT2G47190, AT3G04220, AT3G09260, AT3G10190, AT3G18000, AT3G19260, AT3G22200, AT3G28740, AT3G44880, AT3G53600, AT3G54640, AT3G55970, AT3G62590, AT4G17615, AT4G19700, AT4G23100, AT4G33925, AT5G03640, AT5G05600, AT5G13080, AT5G13750, AT5G39610, AT5G49665, AT5G53120, AT5G53420, AT5G57685, AT5G63970"
